HHF,G,Y,FADA,AA,HGD,AT,E,K,T,U,I,B,W,Q,SDE
0,0,1.33,0,0,4.36,0,0,0,0,0,0,0,0,0,0
0,0,0.81,0,0,4.971,0,0,0,0,0.81,0.27,0,0,0,0
0,1.78,0,0.586,0,1.307,0,0,0,0,0,0,0,0,0,0
0,0,0,0.147,0,2.587,0,0,0,0,1.23,0,0,0,0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.33,1,0,0,0,0,0,0,0,0,0,0
0.253,0,0,0.759,0,2,0,0,0,0,3.27,1.63,0,0,0,1
0.475,0,0,0.095,0,5.038,0,0.52,0,0,2.64,0,0,1.58,0.52,1
0,0,0,0,0,1.156,0,0,0,0,2.32,0,0,0,0,0
0,0,0,0,0,2.15,0,0,0,0,1.88,0,0,1.25,0,0
0,0.49,3.48,0,0.49,5.61,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1.96,0,0,2.318,0,0,0,0,0,0,0,0,0,0
0.549,0,0,0.48,0,3.166,0,0,0,0,1.24,0,0.41,0,0,1
0,0,0,0,0,5.5,7.14,0,0,0,0,0,0,0,0,0
0.042,0,0,1.289,0,3.979,0,0.28,0.28,1.98,2.83,0.28,0,0.28,1.41,1
0,0,0,0.109,0,2.263,0,0,0,0,0,0,0,0,0,1
0,0,0,0.394,0,3.537,0,0,0,0,0.56,0,0,0,0,1
0,0,6.79,0,0.97,2.666,0,0,0,0,0,0,0,0,0,0
0.232,0,0,0.232,0,2.232,0,0,0.68,0,1.36,0,0,0.68,0,1
0.549,0,0,0.481,0,3.166,0,0,0,0,1.24,0,0.41,0,0,1
0,0,1.9,0,0,1.677,0,0.47,0,0,0,0,0,0,1.9,0
0.038,0,1.89,0.051,0,1.838,0,0.17,0.08,0,0.6,0.08,0,0.25,0,0
0,0,0,0,0,2.508,0,0,0,0,0,0,0,0,0,0
0.023,0,2.68,0,0,2.658,0,0.8,0,0,0,0,0.17,0,0,0
0,0,0.72,0.124,0,2.361,0,0,0,0,0,0,0,0,0,0
0.118,0,0,0.355,0,2.315,0,0.66,0,0,0.66,0,0,0,0,1
0,0,0,0.164,0,1.279,0,0,0.27,0,0.13,0,0,0,0,0
0.301,0,0,2.865,0,5.037,0,0,0,0,1.69,0,0,0,0,1
0.116,0.69,0,0.701,0,8.781,0,0.69,0,0,2.08,0,0,0,0,1
0,0,0,0,1.29,1,0,1.29,0,0,0,0,2.59,0,0,0
0.145,0,0,0.944,0,2.451,0,0.89,0,0,1.79,0,0,0,0,1
0,0,0,0,0,2.857,1.98,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7.046,0.88,0,0,0,0.44,0,0,0,0,0
0.011,0,3.53,0,0,2.44,0,0,0.08,0,0,0.08,0,0,0.16,0
0,0,0,0,0,3,9.09,0,0,0,0,0,0,0,0,0
0,0,0,0.715,0,1.181,0,0,0,0,1.38,0,0,0,0,1
0,0,2.25,0,0,2.032,0,0,0,0,0,0,0,0,0,0
0,0,0,0.968,0,2.179,0,0,1.02,0,1.02,0,0,1.02,0,1
0.03,0,0,0.242,0,3.816,0,0.36,0,0,3.27,0.09,0,0.36,0,1
0,0,0,1.117,0,1.206,0,0.42,0,0,1.28,0,0,0,0,1
0,0,1.78,0,0,2.292,0,0,0,0,0,0,0,0,0,0
0.068,0,0,1.318,0,5.301,0,0.45,0,0,1.51,0.6,0.45,0,0,1
0,0,0,1.086,7.14,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.101,0,1.16,0,0,1.16,0,0,0,0,1
0,0,2.06,0,1.37,1.531,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.72,1.2,0,0,0,0,0,0,0,0,0,0
0,0,0,0.546,0,2.3,0,0,0,0,0,0,0,0,0,1
0,0,5.68,0,0,1.114,0,0,0,0,0,0,0.37,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.875,0,6,0,0.8,0,0,0,0,0,0,0,1
0,1.11,0,0.202,0,4,0,0,0,0,1.11,0,0,0,0,1
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0.389,0,0,0,0,3.476,0,0,0,0,0,0,0,1.08,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.35,0,1.66,0,0,4.16,0,0,0,0,1
0,0,0.41,0.283,0,2.022,0,0,0.41,0,1.66,0,0,0,0,0
0,0,0.96,0,0,1.353,0,0,0,0,0,0,0,0,0.48,0
0.118,0.25,0,0.486,0,7.561,0.08,0.85,0.17,0.17,0.42,0.59,0.08,0.85,0.08,1
0,0,0,0,4.44,1.947,0,0,0,0,2.22,0,0,0,0,0
0.223,0,3.34,0.372,0.66,3.425,0,0.66,0,0,0.44,0.44,0.22,0,0,0
0,0,0,0,0,5.888,0,0,2,0,8,0,0,0,0,0
0.067,0,0,0.941,0,2.329,0,0.43,0,0,2.19,0,0.43,0,0,1
0.121,0,0,0.565,0,1.617,0,0.81,0.27,1.35,2.44,0.54,0,0,1.63,1
0,0,0,0,0,1,9.09,0,0,0,0,0,0,0,0,0
0.159,0.33,0,0.372,0,1.894,0,1.33,0.33,1,2,0.33,0.66,0,0.66,1
0,0,0,0,0,2.032,0,1.82,0,0,4.56,0,0,0,0,1
0,0.76,0,0.274,0,11.035,0,0,0,0.76,0,0,0,0,0,1
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4.333,0,0,0,0,0,0,0,0,0,1
0.079,0,0,0.099,0,4.881,0,0.34,0,0.05,0.92,0.57,0.05,0,0,1
0,0,0,0,0,4.117,2.12,0,0,0,2.12,0,2.12,0,0,0
0,0,0,0,0,1.533,0,0,0,0,0,0,0,0,0,0
0.524,0,0,1.154,0,3.89,0,0,0,3.26,1.3,0.65,0,0,2.61,1
0,0,0,0,0.7,2.232,0,1.05,0,0,2.81,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,2.09,0,0,2.184,1.39,0,0,0,0.69,0,0,0,0,0
0,0,0,0.055,0,15.333,0,0.71,0,0,1.42,0,0,0,3.57,0
0,0,0.3,0.044,0,2.222,0,0.91,0,0,1.82,0,0,0,0,0
0.31,0.19,0,0.749,0,6.652,0,0,0,0.39,1.38,1.38,0.39,0,0,1
0,0,0,0.059,0,5.016,0.37,0,0,0,0,0,0,0,0,0
0,0,0,0.082,0,1.256,0.23,0.23,0,0,0.23,0,0,0,0,0
0,0,0,0,0,3.117,4.83,0,0,0,1.61,0,0,0,0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1.152,0,4.592,0,0.31,0,0,1.24,0,0.62,0,0,1
0,0,0,0,0,2.383,0,0,0.19,0,0.38,0,0,0,0,1
0,0,0.16,0,0,4.858,0,0.08,0,0,0.08,0,0,0,0.08,0
0,0,0,0.309,0,1.333,0,0,0,0,1.81,0,0,0,0,1
0,0,0,0.411,0,4.307,0,0,0,0,2.17,0,0,0,0,1
0,0,0,0.574,0,5.833,0,0.64,0,0,0.64,0,0,0,0,1
0,0,0,0.467,0,1,0,0,0,0,0,0,0,0,0,0
0,0,2.32,0,0,11.687,0,0,0,0,0,0,0,0,0,0
0.21,0,0,0,0,1.738,0,0.3,0,0,3.02,0,0,0,0.3,1
0.427,0,0,0.014,0,5.473,0.53,0,0,0,0.53,0,0.4,0,0.13,0
0,0,0.3,0,0,1.997,0.2,0,0,0,0,0,0.1,0,0.05,0
0,0,1.25,0,0,2.379,0,0,0,0,0,0,0,0,0,0
0.496,0,0,0.055,0,3.509,0,1.59,0,0,1.91,0.31,0.63,0.31,0.31,1
0,0,0,0.17,0,1.692,0,0,0,0,1,0,0,0,0,0
0,0,0,0.372,0,1.641,0,0.35,0,0,0.35,0,0,0,0,0
0,0,0,0,0,1.22,0.29,0,0,0,0.29,0,0,0,0,0
0.184,0,0,0.036,0,2.336,0,0.72,0.48,0,1.44,0.24,0,0.48,0,1
0,0,0,1.007,0,1.44,0,1.31,0,0,2.63,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,3.851,0,13.266,0,0,0,0,1.72,0,0,0.86,0,1
0,0,0,0,0,1.076,0,0,0,0,0.95,0,0,0,0,0
0,0,0,0,1.13,1,0,1.13,0,0,3.4,0,0,0,0,0
0,0,0,0,0,2.227,1.58,0,0,0,0,0,0,0,0,0
0,1.56,0,0.769,0,2.125,0,0,0,0,0,0,0,0,0,1
0,0,0.32,0,0.32,2.05,0,0.32,0,0,0.32,0,0,0,0.32,0
0,0,4,0.211,0,1.38,0,0,0,0,1.33,0,0,0,0,0
0,0,0,0.763,0,2.222,0,0,0,0,0,0,0,0,0,0
0.21,5.4,0,0.841,0,24.785,0,0,0,0,0.9,0,0,0,0,1
0,0,1.32,0,0.88,2.588,0,0,0,0,0.88,0,0,0,0,0
0,0,1.8,0,0,1.636,0,1.8,0,0,1.08,0,0.36,0,0.72,0
0,0.91,0,0.455,0,2.842,0,0,0,0,1.83,0,0,0,0,1
0.162,0,0,1.626,0,69.727,0,0.45,0,0,5.4,0,0.9,0,0,1
0,2.53,0,0.537,0,72.5,0,1.26,1.26,1.26,3.79,1.26,0,0,5.06,1
0,0.86,0,0.915,0,3.891,0,0.43,0,0,4.76,0,0,0,0.86,1
0,2.2,0,0.496,0,16.782,0,1.1,0,0,1.1,0,0.55,0,0,1
0,0,0,3.768,0,4.833,0,0,0,0,0,0,0,1.85,0,1
0,0,1.97,0.037,0.49,2.367,0.49,0,0,0,0,0,0,0,0,0
0.01,0,0.95,0,0,1.588,0,1.62,0,0,0.07,0,0,0,0.81,0
0,0,0,0,0,2,0,5.26,0,0,0,0,0,0,0,0
0,0,0,0,0,2.266,0,0,0,0,0,0,0,0,0,0
0.957,0.48,0,0.515,0,6.833,0,0.96,0,0,1.44,0,0,0.48,0.96,1
0.184,0,0,0.036,0,2.336,0,0.72,0.48,0,1.44,0.24,0,0.48,0,1
0.29,0,0,0,0,2.257,0,1.14,0,0,1.47,0,0.82,0.98,0,1
0.72,0,0,0.102,0,4.512,0,0,0,0,0,0,0,0,0,1
0,0,0,0.954,0,9.125,2.89,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.044,0,1.666,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.111,2.85,0,0,0,0,0,0,0,0,0
0,0,0.22,0,0,1.768,0,0,0,0,0,0,0,0,0,0
0,0,0,0.376,0,3.338,0,0.29,0,0,0.29,0.29,0,0,0.29,0
0,0,0,0.175,0,1.294,0,0.23,0,0,1.89,0,0,0,0.23,1
0,0,0,0.74,0,1.625,0,0,0,0,0,0,0,0,0,0
0,0,0,0.112,0,2.484,2.01,0,0,0,3.35,0,2.01,0,0,0
0,0,7.46,0,0,1.961,0,0,0,0,0,0,0,0,0,0
0.155,0.09,0,0.326,0,6.813,0,0.39,0.39,4.1,1.66,0.19,0,0.39,0.19,1
0,0,0,0.13,0,2.457,0.91,0,0,0,0.91,0,0,0,0,0
0.107,0,0,0.268,0.18,2.698,0,0,0,0,0.93,0.37,1.31,0,0.37,1
0,0.58,0,0.606,0,3.591,0,0.58,0.29,0.87,1.16,0,0.29,0,0.29,1
0,0,0,1.098,0,3.571,0,0,0,0,1.29,0,0,2.59,0,1
0.017,0,1.14,0,0.06,3.015,0,0,0,0,0.18,0.54,0,0,0,0
0,0,0,0,0,1.4,2.12,0,0,0,0,0,0,0,0,0
0,0,0.27,0,0,2.52,0.27,0.27,0,0,0,0,0,0,0,0
0,0,2.63,0,2.63,2.151,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.681,1.03,0.51,0,0,0,0,0,0,0,0
0.093,0,0,1.023,0,3.621,0,0.27,0.27,2.2,3.03,0.27,0.27,0,1.37,1
0.105,0,0.34,0.898,0,443.333,0,1.02,0,1.02,0.68,0.68,0,0,0,1
0,0,0,2.354,0,2.09,0,1.29,0,0.64,1.29,0,0,0,0,1
0,0,0,0.054,0,2.735,0,0.31,0.31,0,3.43,0.31,0,0,0.62,0
0,0,0,0.08,0,2.111,0,2.5,0,0,0.62,0,0,0,1.25,1
0,0,0,0.514,0,1.409,0.13,0.27,0,0,0.27,0,0,0,0,0
0.041,0,3.17,0.041,0,2.321,0,0,0,0,0,0,0,0,0.21,0
0.062,0,0,0.312,0,1.477,0,0,0,0,0.41,0,0,0,0,1
0,0,1.14,0,0,1.352,0,0.38,0,0,0,0,0,0,0,0
0,0,0,0,0,1.928,0,0,0,0,0,0,0,0,0,0
0,0,0,0.263,1.63,2.12,0,1.63,0,0,3.27,0,3.27,0,0,0
0,0,0.21,0,0,1.79,0,0,0,0,0,0,0,0,0,0
0,0,0,1.473,0,4.071,0,0,0,0,1.11,0,0,0,0,1
0.247,0,0,0.19,0,2.324,0,0,0.29,0,0.89,0.29,0.19,0.39,0,1
0,0,0,0.952,0,4.823,0,0,0,0,0,0,0,0,0,1
0,1.08,0,0.347,0,1.325,0,0,0.54,0,1.08,0,0.54,0,0,1
0.309,1.37,0,0.206,0,4.029,0,0,0,0,0,0,0,0,0,1
0.252,1.08,0,1.18,0,5.323,0,0.54,0,0,1.08,0,0,1.62,0.54,1
0.218,0.87,0,1.021,0,3.35,0,0.87,0,0,1.31,0,0,1.31,0.43,1
0.118,0.25,0,0.408,0,7.55,0.08,0.85,0.17,0.17,0.42,0.59,0.08,0.85,0.08,1
0,0.28,0,0.034,0,5.635,0,1.4,0,0,1.96,0,0.28,0,0,1
0.289,0,0,0.52,0,4.33,0,0,0,0,0.92,0,0,0.76,0,1
0.266,0,0,0.8,0,2,0,0,0,0,3.27,1.63,0,0,0,1
0.161,0.25,0,0.161,0,9.633,0,0,0,0,0.51,0.77,0,0,0,1
0,0,0,0.833,2.5,1.937,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4.818,0,2.63,0,0,2.63,0,0,0,0,1
0.079,0,0,0.099,0,4.906,0,0.34,0,0.05,0.92,0.57,0.05,0,0,1
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0.103,0.41,0,0.866,0,5.052,0,1.25,0,0,2.29,0,0,0.2,0.41,0
0,0,0,1.284,0,3.639,0,0.35,0,0,1.4,0,0.35,0,0,1
0,0,0,0,0.83,1.12,0,0,0,0,0.41,0,0,0,0,0
0,0,0,0,0,1.769,0,1.65,0,0,0.82,0.82,0,0,0,1
0,0,3.7,0,0,1.466,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.637,1.02,0.11,0.11,0,0,0,0,0,0,0
0,1.23,0,1.949,0,1.379,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.99,2.824,0,0,0,0,0,0.99,0,0,0,0
0,0,0,0,4.76,1,0,0,0,0,0,0,0,0,0,0
0.389,0,0,0,0,3.6,0,0,0,0,0,0,0,1.08,0,1
0.036,0,0.65,0,0.13,3.185,0,0.13,0,0,0.26,1.18,0,0,0,0
0.063,0,0.48,0.021,0,3.789,0,0,0,0,0.96,0,0,0,0.48,0
0.075,0,1.6,0.028,0,2.068,0.06,0.2,0,0.06,0.73,0,0,0,0,0
0.051,0,1.9,0.044,0,1.664,0,0.12,0,0,0.63,0.08,0,0.08,0.08,0
0,1.2,0,0.331,0,50.166,0,1.2,1.2,1.2,3.61,1.2,0,0,4.81,1
0.149,0,0,0.298,0,11.96,0,0,0,0.2,2.04,1.43,0.4,0,0,1
0,0,10.76,0,0,4.807,0,0,0,0,1.53,0,0,0,0,0
0.207,0.8,0,0.552,0,6.652,0,0.4,0,0,1.61,0,1.2,0,0.4,1
0,0.47,0,0.218,0,1.102,0,1.41,0.47,0,0.94,0,0.47,0,0,1
0.075,0.42,0,0.263,0,53.433,0,1.71,0.21,0,1.49,0,0,0.21,1.92,1
0,0,0.29,0.052,0,2.721,0,0,0,0,0.29,0.29,0,0,0.29,0
0,0,0,0.261,0,1.461,0,0,0,0,1.17,0,0,0,1.17,1
0,0,0.83,0,0,1.969,0,0,0,0,0,0,0,0,0,0
0,0,0,0.386,0,1.6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0.54,0,0,0.54,0,0,0,0,0
0.165,0,0,0.639,0,3.697,0,0,0.39,0.29,1.32,0.29,0.17,0.34,0.54,1
0.186,0,0,0.186,0,4,0,0,0,0,0,0,0,0,1.26,1
0.186,0,0,0.13,0,4.225,0,0.63,0.34,2.61,1.5,0.75,0.05,0.17,0.05,1
0.082,0,0,0,0,7.17,0,0,0,0,0.85,0,0,0,0,1
0.261,1.08,0,1.218,0,5.323,0,0.54,0,0,1.08,0,0,1.62,0.54,1
0,0.65,0,1.765,0,3.025,0,0.65,0,0,0.65,0,0,0,0,1
0,0,0,0,0,1.913,0,0,0,0,1.35,0,0,0,0,0
0,0,0,0.331,0,1.714,0,0,0,0,0,0,0,0,0,0
0.189,0.37,0,0.882,0,4.08,0,1.13,0,0,1.13,0,0,0.37,0.75,1
0.028,0,2.57,0.047,0,1.948,0,0.06,0,0,0.46,0,0,0,0,0
0.163,0.31,0,0,0,1.515,0,0.63,0,0,3.19,0,0,0,0.31,1
0,0,0,0,0,1,0,0,0,0,2.94,0,0,0,0,0
0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.857,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.21,1.333,0,1.21,0,0,1.21,0,0,0,0,0
0,0,0,0,0,2.111,0,0,0,0,0.82,0,0,0,0,0
1.31,0,0,5.836,0,5.792,0,0.29,0,0.09,1.09,0.09,0.49,0,0.09,1
0,0,0,0,0,1.75,0,1.51,0,0,0,0,0,0,0,0
0,0,0,0,0,2.141,0,0.61,0.3,0,0,0,0.3,0,0,1
0,0,0,0.049,0,1.919,0,0,0,0,0,0,0,0,0,0
0,0,3.51,0,0.87,3.552,0,0,0,0,0.58,0,0,0,0,0
0,0,0,1.326,0,2.2,0,0,0,0,4,0,0,0,0,1
0.527,0,0,0.461,0,3.166,0,0,0,0,1.24,0,0.41,0,0,1
0,0,0,0,11.11,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.066,0,1.555,0,0,0,0,0.37,0,0,0,0,0
0.069,0,0,0.83,0,3.215,0,0.66,0,2.64,5.29,0,0,0,0.66,1
0.142,0,0,0.19,0,2.03,0,0,0,0,1.21,0.6,0,0,0,1
0,0,2.06,0.216,1.37,2.754,0.68,0,0,0,0,0,0.68,0,0,0
0,0,0,0.287,0,1.076,1.58,0,0,0,1.58,0,0,0,0,0
0.529,0.03,0,0.433,0,6.482,0,0.14,0.29,0,1.41,0.55,0.48,0.48,0.37,1
0,0,0,0,0,2.192,0.24,0.24,0,0,0,0,0,0,0,0
0,0,0,1.385,0,3.535,0,0,0,0.86,1.73,0,0,0,0.28,1
0.239,0.58,0,0.239,0,3.338,0,0.58,0,0,1.74,0,0,0,0.58,1
0.11,0,0,0.331,0,3.897,0,1.25,0,0,1.88,0,0,0.62,0.62,1
0.173,0.65,0,0.288,0,3.065,0,0.98,0,0,2.28,0,0,0.65,0.65,1
0,0,0,0.312,0,1.08,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.8,0,0,0,0,0,0,14.28,0,0,0
0.501,0,0,0.055,0,3.509,0,1.59,0,0,1.91,0.31,0.63,0.31,0.31,1
0,0,0,0.107,0.58,1.531,0,0,0,0,0.58,0,0,0,0,0
0.032,0,0,0.257,0,3.689,0,0.36,0,0,3.38,0.09,0,0.36,0,1
0,0,0,0,0,1.333,0,0,0,0,0,0,0,0,0,0
0,0,1.22,0.017,0,3.061,0,0.55,0,0,0,0,0,0,0.11,0
0,0,0,0.416,0,1.373,0,1.08,0,0,0.9,0,0,0,0.36,1
0.041,0,0.58,0,0.09,3.298,0,0.29,0,0,0.19,0.87,0.09,0,0,0
0,1.05,0,0,0,4.5,0,2.1,0,0,0,0,0,0,0,1
0,0,0,0,0,1.225,0,0.77,0,0,1.16,0,0.77,0,0,0
0,0,0,0.706,0,8.411,0,0,0,0,0,0,0,0,0,1
0.858,0.05,0,0.328,0,5.928,0,0.05,0.26,0,1.49,0.42,0.31,0.99,0.47,1
0,0,0,0.511,0,2.909,0,3.22,0,0,1.61,0,0,0,0,1
0,0,0,0.546,0,2,0,0,0,0,0,0,0,0,0,0
0,0.46,0,0,0,2.676,0,0,0.46,0,0,0,0,0.46,0,1
0,0,0,0.059,0,1.632,0.16,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0
0,0,0.23,0.026,0,2.222,0,0.92,0,0,0.23,0.23,0,0,0.23,0
0,0.26,0,0.326,0,5.549,0,0.26,0.26,0,1.05,0.52,0,0,0,1
0,0,0,1.431,0,4.071,0,0,0,0,1.11,0,0,0,0,1
0.231,0,0,0.925,0,5.833,0.16,0.32,0.16,0.49,1.8,0.65,0.49,0,1.3,1
0.027,0,0,0,0,2.073,0,0.34,0,0,0,0,0.17,0,0.17,1
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.2,0,1.064,0,2.7,0,0,1.35,0,0,0,0.67,1
0.061,1.09,0,0.427,0,4.42,0,0.36,0,0,1.09,0,0,0.36,1.83,1
0,0,0,8.333,0,2,0,0,0,0,0,0,0,0,0,0
0.118,0.25,0,0.408,0,7.55,0.08,0.85,0.17,0.17,0.42,0.59,0.08,0.85,0.08,1
0,0,5.2,0,0,1.883,0,0,0,0,0.57,0.28,0,0,0,0
0,0,0,0,0,1.333,0,0,0,0,6.52,0,0,0,0,0
0.061,0,0,0.371,0,2.878,0,0.12,0.12,0.12,1.27,0.25,0.89,0,0.12,1
0,0,0,0,0,2.652,1.47,0,0,0,0,0,0,0,0,0
0.078,0,0.27,0,0,1.859,0,0,0,0,0.54,0,0,0,0,0
0,0,0,0,0,1,3.44,0,0,0,0,0,0,0,0,0
0.312,0,0,0.625,0,4.75,0,1.49,0.49,0.49,1.99,0,0.49,0,0,1
0,0,1.25,0,0,1.712,0,0,0,0,0.62,0,0,0,0,0
0,0,4.08,0,0,1.754,0,0.81,0,0,0.4,0,0,0,0,0
0,0,0,0,0,1.611,0,0,0,0,2.32,0,0,0,0,0
0,0,0,0.099,0,1.329,0,0,0,0,1.03,0,0,0,0,0
0,0.43,0,0.129,0,5.8,0,1.29,0,0,0.86,0,0,0,0.43,1
0,0,0,0,0,8.086,0,1.79,0,0,1.43,0,0.35,0,0,1
0.099,0,0,0,0,16.418,0,0,0,0,1.25,0.17,0.35,0,0,1
0,0,0,0,0,1.8,0,0,0,0,0,0,14.28,0,0,0
0,0,0,0.034,0,2.588,0,0.2,0,0,0,0,0,0,0,1
0,0,0,0.302,0,1.562,0.33,0,0,0,0.33,0,0,0,0,0
0,0.14,1.13,0,0.28,5.331,0.14,0,0,0,0,0,0.14,0,0,0
0.183,0.07,0,0,0,3.211,0,0.3,0.3,0,0.77,0.23,0,0,0.15,1
0.634,0,0,0.422,0,4.066,0,0,0,0,0,0,0,0,0,1
0,0,0.3,0,0,1.59,0.15,0.3,0,0,0,0,0,0,0,0
0,0,0,0.118,0,1.307,0,0,0,0,0,0,0,0,0,1
0,0,0,0.615,0,2.403,0,0.56,0,0,1.12,0,0,0,0,1
0.114,0.25,0,0.394,0,7.484,0.08,0.85,0.17,0.17,0.42,0.59,0.08,0.85,0.08,1
0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0
0,0,4.65,0,2.32,3.312,2.32,0,0,0,0,0,0,0,0,0
0,0,0,0.438,0,1.214,0,0,0,0,5.55,0,0,0,0,0
0.369,0.64,0,0.554,0,2.333,0,1.28,0,0,2.56,0,0,0.64,0.64,1
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0.024,0.15,0,0.567,0,5.425,0,0.3,0.15,0.15,0.76,0,0.3,0,0,1
0.014,0,0.63,0,0.05,3.461,0,0.15,0,0,0.15,0.57,0,0,0,0
0,0,4.98,0.306,0,5.525,0,0,0,0,0.66,0,0.33,0,0,0
0,0,0,0,3.03,1.535,0,0,0,0,1.21,0,0,0,0,0
0,0,0.26,0,0,2.36,0,0,0,0,1.6,0.26,0,0,0,0
0,0,0,0,0,2.222,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.342,0,0,0,0,0,0,0,0,0,0
0,1.04,0,0,0,3.812,0,0,0,0,2.08,0,0,0,0,1
0,0,3.57,0,0,1.733,0,1.19,0,0,0,0,0,0,0,0
0,0,0,0.834,0,5.13,0,0,0,0,0,0,0,0,0,1
0.044,0,2.61,0,0,2.442,0,0.15,0.15,0.23,0,0,0,0.23,0.15,0
0,0,0,0,0,1.166,0,0,0,0,0,0,0,0,0,0
0,0,0,0.124,0,3.707,0,0,0,0,0,0,0,0,0,1
0.267,0,0,0.802,0,2,0,0,0,0,3.27,1.63,0,0,0,1
0,0,0,0.173,0,1.787,0,0,0,0.98,0,0,0,0,0,1
0,0,1.37,0,0,1.263,0,0.91,0,0,0.45,0,0.09,0,0.82,0
0.361,0,0,1.566,0,2.638,0,1.6,0,0,2.4,0,0,0.8,0.8,1
0,0,2.06,0,0,4.06,2.6,0.1,0,0,0,0,0,0,0,0
0,0,1.36,0,0,3.478,0,0,0,0,0,0,0,0,0,0
0,0,1.57,0,0,4.808,2.8,0,0,0,0,0,0,0,0,0
0,0,0,0.29,0,2.614,0,0,1.02,0,0.76,0,0.51,0,0.76,1
0,0,0,0,0,1.428,0,0,0,0,0,0,0,0,0,0
0.258,0.08,0,0.258,0,5.297,0,0.08,0.34,0,0.77,0.08,0.25,0.34,0,1
0,0,4.48,0.052,0.96,2.258,0,0,0,0,0.32,0,0,0,0,0
0.412,0.5,0,0.412,0,2.441,0,0.76,0,0,1.52,0,0,0.76,0,1
0.065,0.2,0.1,0.785,0,4.064,0,0.2,0.31,0.93,2.92,0.1,0.1,0,1.14,1
0,0,0.22,0,0,1.729,0,0,0,0,0,0,0,0,0,0
0,0,0,0.069,0,2.525,3.68,0,0,0,0.4,0.4,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.65,0,1.461,0,2.973,0,0.65,0,0,0.65,0,0,0,0,1
0.186,0,0,0.28,0,2.823,0,0.53,0,0,1.59,0,0,0.53,0.53,1
0,0,0,0,0,1.36,0,0,0,0,1.49,0,0,0,0,0
0,0,3.03,0,0,2.25,0,0.14,0,0,0,0,0.07,0.07,0.63,0
0,2.28,0,0.487,0,16.217,0,1.14,0,0,1.14,0,0.57,0,0,1
0,1,0,0.11,0,3.178,0,0,0,0,2,0,0,0,0,1
0,0,0,0,0,5.153,0,0,0,0,3.03,0,0,0,0,0
0.127,0,0,0.204,0,2.962,0,0,0.14,0.14,0.88,1.17,0.14,0,0,1
0,0,0,0,0,2.444,0,0,0,0,0,0,0,0,0,0
0.496,0,0,0.451,0,2.934,0,0,0,0,0.27,0,0.27,0.27,0,1
0,0,0,0.087,0,1.218,0,0,0,0,0,0,0,0,0,0
0.271,0,0,0.543,0,2.157,0,0,0,0,1.44,0,0,1.44,0,1
0,0,0,0,0,1.8,0,0,0,0,0,0,14.28,0,0,0
0,0,0,0,0,2.913,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1.827,0,0,0,0,0.73,0,0,0,0,0
0.259,0.05,0,0.102,0,1.493,0,0.23,0.65,0.29,1.3,0,0,0.23,0.11,1
0.037,0,0,1.045,0,4.022,0,0.23,0.23,0.23,1.19,0.23,0,0,0,1
0.816,0,0,0.081,0,3.4,0,0,0,0,2.31,0,0,1.38,0.46,1
