HHF,G,Y,FADA,AA,HGD,AT,E,K,T,U,I,B,W,Q,SDE
0.279,1.58,0,0.558,0,3.272,0,0,0,0,0,0,0,0,0,1
0,0,0,0.757,0,1.222,0,0,0,0,0,0,0,0,0,0
0.162,0.1,0,0.518,0,8.181,0,1.02,0.1,0.4,0.61,0,0.1,0.51,0.92,1
0,0,0,0.089,0,2.204,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20,3.333,0,0,0,0,0,0,0,0,0,0
0.253,1.07,0,1.183,0,5.454,0,0.53,0,0,1.07,0,0,1.61,0.53,1
0,0,0,0,0,1.375,0,0,0,0,0,0,0,0,0,0
0,0,0,0.594,0,2.125,0,0,0,0,0,0,0,0,0,0
0,0,0,5.78,0,2.13,0.95,0,0,0,0.95,0,0,0,0,0
0.78,0.05,0,0.329,0,6.045,0,0.05,0.26,0,1.5,0.44,0.31,1.02,0.44,1
0.79,0.05,0,0.331,0,6.073,0,0.07,0.26,0,1.47,0.44,0.31,1.1,0.44,1
0.104,0.67,0,0.156,0,6.5,0,0.67,0.16,0.33,2.18,0.33,0.84,0,0,1
0.169,0,0,0.169,0,1.677,1.02,0,0,0,0,0,0,0,0,0
0.353,0,0,0,0,3.904,0,0,0,0,0,2.12,0,0,0,1
0,0,0,0,0,1,0,3.22,0,0,3.22,0,0,0,0,0
0,0,0,0,0,2.375,0,0,0,0,0,0,0,0,0,0
0,0,0.66,0,0,1.458,0,0.66,0,0,0,0,0,0,0.66,0
0,0,0.9,0.153,0,1.933,0,0,0,0,0,0,0,0,0,0
0.147,0,0,0.294,0,2.333,0,0,0,0,0.81,0,0,0,0,1
0.215,0,0,0,0,3.937,0,0,0,0,0,0,0,0,0,1
0.032,0,0.57,0,0.11,3.275,0,0.23,0,0,0.23,1.15,0,0,0,0
0.187,0,0,0,0,3.384,0,0.88,0,0,0.44,0,0,0,0,1
0,0,0,0,0,2.769,0,0,0,0,0,0,3.03,0,0,0
0,0,4.5,0.123,0,2.063,0,0,0,0,0,0,0,0,3.15,0
0,0,0,0,0,1.142,0,0,0,0,0.66,0,0,0,0,0
0,0,0,0,2.43,1.2,0,2.43,0,0,0,0,0,0,0,0
0,0,1.38,0,0,3.657,2.63,0,0,0,0,0.13,0,0,0,0
0.121,0.72,0,0.729,0,7.781,0,0.72,0,0,1.45,0,0,0,0,1
0,0,0.87,0,0.87,1.466,0,1.75,0,0,0.87,0,0,0,0,0
0.166,0.64,0,0,0,1.688,0,0.64,0,0,3.24,0,0,0,0.32,1
0,0,0.9,0,0,5.111,0,0,0,0,0,0,0,0,0,0
0.023,0,0,0.095,0,62.75,0,0,0,0,0,0,0,0.46,0,1
0,0,0,0.018,0,8.021,0,0,0,0,0,0,0.25,0,0,0
0,0,0,0.225,0,4.906,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1.275,0,0,0,0,1.05,0,0,0,0,1
0,0,2.48,0,1.24,2.63,0,0,0,0,0,0,0,0,0,0
0,0,2.06,0.043,0.25,2.111,0,0,0,0,0,0.25,0,0,0,0
0.027,0.2,3,0,0,2.214,0,0.1,0,0,0,0.1,0,0,0,0
0.433,0.5,0,0.433,0,2.441,0,0.76,0,0,1.52,0,0,0.76,0,1
0,0,0,0,0,1,0,0,0,0,1.63,0,0,0,0,1
0,0,0,0,0,2.076,0,0,0,0,0,0,0,0,0,0
0,0,0.31,0,0,1.446,0,0,0,0,0,0,0,0,0,0
0,0,0,0.265,0,3.121,0,0.29,0.29,0,1.31,0,0.14,0,0.29,1
0.277,0,0,0,0,2.72,2.22,0,0,0,0,0,0,0,0,0
0,0,1.19,0,0,2.617,0,0,0,0,0,0,0,0,0,0
0.246,0,0,0,0,1.363,0,0,0,0,0,0,0,0,0,0
0.153,0,0,0.153,0,2.705,0,0,0.14,0.14,1.02,1.02,0.14,0,0,1
0,0,0,0,0,2.307,0,0,0,0,1.88,0,0,0,0,1
0,0,0,0,0,1.176,0,0,0,0,0,0.75,0,0,0,0
0.154,0,0,0.464,0,1.612,0,0,0.93,0.93,0.93,0,0,0,2.8,1
0.138,0,0,0.415,0,1.937,0,1.51,0.75,0,4.16,0,0.75,0,0.37,1
0,0,0,0,0,2.666,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.333,0,0,0,0,0,0,1.47,0,0,1
0.061,0,1.47,0.038,0,1.704,0,0.31,0,0.05,0.63,0,0.05,0,0.1,0
0,0,0,0.057,0,1.698,0.16,0.32,0,0,0.48,0.32,0,0,0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5.225,0,0,0,0,0,0,4.76,0,0,1
0.191,0,0,0.438,0,14.619,0,0,0,1.15,1.15,1.15,0.38,1.34,0.19,1
0,0,0,0,0,1.444,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0.97,0,0
0,0,0,0.636,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.153,0,0,0,0,2.64,0,0,0,0,0
0.025,0,0.56,0,0.09,4.434,0,0,0,0,0.18,0.94,0,0,0,0
0,0,0,0.613,4,1,0,0,0,0,0,0,0,0,0,0
0.361,0.44,0,0.433,0,2.375,0,0.44,0,0,2.2,0,0,2.2,0,1
0.066,0.1,0,0.016,0,2.104,0,0.21,0,0,0,0.1,0,0.74,0.1,1
0,0,0,0.327,0,1.263,0,0,0,0,0,0,0,0,0,0
0.358,0.44,0,0.43,0,2.403,0,0.44,0,0,2.2,0,0,2.2,0,1
0.524,0,0,0.36,0,6.186,0,0.15,0.31,0,1.32,0.58,0.46,0.46,0.38,1
0,0,0.61,0,0,1.476,0,1.22,0,0,1.84,0,0.61,0,0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,1.05,0.52,0,0,2.82,0,1.58,0.52,0,0.52,0,0,0,0,1
0,0,0,0.531,0,4.337,0,0.32,0,0,1.29,0,0.64,0,0,1
0,0,9.83,0,0.54,4.891,0,0,0,0,0.27,0,0,0,0,0
0,0,1.19,0,0,1.836,0,0,0,0,0,0,0,0,0,0
0,0,1.61,0,0,1.375,0,0,0,0,0,0,0,0,0,0
0,0,1.19,0.344,2.38,1.843,0.29,0,0,0,0.29,0,0,0,0.29,0
0,0,0.2,0,0,1.669,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
0.066,0.2,0,0.133,0,2.704,0,0,0,3.03,2.22,0.8,0,0,0,1
0,0,0,0,0,1.731,1.33,0.44,0.44,0,0,0,0,0,0,0
0.756,0.05,0,0.325,0,5.891,0,0.05,0.25,0,1.46,0.43,0.3,1.05,0.43,1
0,0,0,0,0,1.125,0,0,0,0,1.75,0,0,0,0,0
0,0,1.45,0,0,1.48,0,0,0,0,0,0,0,0,0,0
0,0,0.58,0,0,6.428,0,0.58,0,0,0,0,0,0,0,0
0.168,0.32,0,0,0,1.494,0,0.64,0,0,3.24,0,0,0,0.32,1
0,0,0,0,0.72,3.904,0,0,0,0,0,0,0,0,0,0
0,0,0,0.121,0,3.871,0,0.81,0,0,1.63,0,0,0,0,1
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4.312,1.47,0,0,0,2.94,0,0,0,0,0
0.106,0.17,0,0.079,0,2,0,0.51,0,0.51,1.55,0,0.69,0,0,1
0,0,0,0,0,2.425,0,0,0,0,0,0,0,0,0,0
0.031,0,0.99,0,0,1.614,0,0.11,0,0,0,0,0.11,0,0,0
0,0,0.23,0.117,0,2.616,0,0.23,0,0,2.14,0.23,0,0,0.23,0
0,0,0,0,2.12,3.187,0,0,0,0,0,0,0,0,0,0
0,0,0,0.056,0,1.866,0,0,0.33,0,0.67,0.33,0,0,0,0
0,0,0,0,1.66,3.368,0,0,0,0,0,0,0,0,0,0
0,0,2.32,0,0,3.937,0,0,0,0,0.38,0,1.35,0,0,0
0,0,0,1.194,0,2.23,0,0,0,0,1.78,0,0,0,0,0
0.18,0,0,0.432,0,4.391,0,0.42,0,1.07,1.07,0.42,0.21,0,1.07,1
0,0,1.27,0,0,1.794,0,0.25,0,0,0.76,0,0,0,0,0
0,0,0,0.162,0,5.07,0,0,0,0,0.77,0,0,0,0,0
0,0,0,0,1.49,1,0,0,0,0,4.47,0,0,0,0,0
0.086,0,2.44,0,0,2.161,0,0.61,0,0,0.3,0,0,0,0.3,0
0,0,1.78,0,2.38,2.203,0,0,0,0,1.19,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.087,0,0,0,0,1.225,0.5,0,0,0,0.5,0,0,0,0,0
0.138,1.11,0,0.138,0,2.7,0,0,1.11,0,3.33,0,0,0,0,1
0,0,0,0,0,1,0.54,0.54,0,0,0.54,0,0,0,0,0
0.183,0.79,0,0.612,0,2.678,0,0,0,0,2.76,0,0,1.18,0.39,1
0.065,0,0,0.261,0,2.89,0.39,0.39,0,0,0.78,0,0,0.39,0,0
0,0,1.69,0.042,0,2.031,0,0.22,0.11,0,0.73,0.05,0.05,0,0.16,0
0,0,0,0.709,0,2.3,0,0,0,0,0,0,0,0,0,0
0,0,0,2.272,0,1.75,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0.075,0,0,1.285,0,6.722,0,0,0,3.12,3.12,0,0,0,0.62,1
0,0,0,0,0,1.522,0.41,0.41,0,0,0,0,0,0,0,0
0.028,0,4.3,0,0,2.394,0,0.14,0.14,0,0,0,0.07,0,0.93,0
0,0,0,2.597,0,4.153,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1.333,0,0,0,0,0.85,0,0,0,0,1
0,0,0,0,0,4.75,0,0,0,0,0.81,0,0,0,0,0
0.163,0.05,0,0.02,0,1.796,0,1.45,0.05,0.23,1.04,0.05,0,0.75,0.69,1
0,0,1.83,0,2.75,1.918,0,0,0,0,0,0,0,0,0,0
0.158,0,0.47,0,0.23,10.036,0,0.23,0,0,0,0,0.23,0,0,0
0,0,0,0.473,0,1.687,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.66,3.85,0,0,0,0,0,0,0,0,0,0
0,0,4.44,0,2.22,2.45,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.103,0.86,0,0,0,0.86,0,0,0,0,0
0,0,0,0.296,0,5.25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4.5,0,0,0,0,2.12,0,0,0,0,1
0.068,0,0,0.017,0,3.441,0.92,0.34,0.34,0,0.46,0.11,0.11,0.34,0,0
0,0,8.69,0,0,2.701,0,0,0,0,0.33,0,0,0,0,0
0,0,0,1.156,0,2.333,0,0,0,0,0,0,0,0,0,0
0,0,1.76,0,0.88,1.326,0,0.88,0,0,0,0,0,0,0,0
0.056,0,0,0.709,0,4.319,0,0.78,0.08,0,2.35,0.34,0.26,0.08,0.26,1
0.043,0,3.11,0,0,2.013,0,0.23,0,0.07,0,0.07,0.15,0.15,1.01,0
0,0,0,0.238,0,2,0,0,0,0,0,0,0,0,0,0
0.033,0,0.49,0,0.08,2.816,0,0,0,0,0.16,0.82,0,0,0,0
0.124,0,0.42,0,0,1.772,0,0,0,0,0.85,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1.7,0.134,0.85,2.202,0,0,0,0,0.42,0,0,0,0,0
0.045,0.29,0,0.045,0,12.2,0,0.59,0,0,0.89,0.29,0,0,0.59,1
0.26,0,0,0,0,1.592,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.024,0.09,0.28,0,0,0.93,0.09,0,0,0,0
0,0,0,0,1.4,1.125,0,0,0,0,2.81,0,0,0,0,0
0,0,0,0,16.66,1.666,0,0,0,0,0,0,0,0,0,0
0.106,0,0,0.996,0,7.836,0,1.44,0,1.03,2.48,0.41,0.41,0,0.41,1
0,0,0,4.733,0,2.666,0,0,0,0,0,0,0,0,0,1
0.074,0.96,0,0.149,0,2.586,0,0.96,0.48,0,0.96,0,0,0,0,1
0.305,0.54,0,0.249,0,3.921,0,1.09,0,0,2,0.54,0,0,0.18,1
0,1.65,0,0.199,0,15.892,0,2.06,0,0,0.82,0,0.41,0,0,1
0.347,1.15,0,0.486,0,1.608,0,0,1.15,0.38,0.76,0,0,1.92,0,1
0,0,0,0,1.23,3.677,0,0,0,0,0,0,0,0,0,0
0.156,0.44,0,0.588,0,86.7,0,1.77,0,0,3.32,0.22,0.22,0.44,0,1
0,0,0,0.874,0,5.114,0,0.87,0,0,0.87,0,0,0,1.74,1
0.037,0,0,0.037,0,1.797,0,0.52,0,0,1.56,0,0,0,0,0
0,0,0.04,0,0,2.667,0,0.04,0.09,0,0.04,0,0.14,0,0,0
0.223,0.08,0,0.287,0,3.314,0,0.08,0.34,0,0.94,0.08,0.42,0.34,0,1
0,0,0,0,0,1.166,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1.315,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.5,0,5,0,0,0,0,0,0,0,0
0,0,0,0.669,0,3.837,0,0.42,0,0,1.68,0,0.42,0,0,1
0.349,0.42,0,0,0,7,0,0,0,0,2.13,0,0,1.28,0,1
0.084,0,2.32,0.028,0,4.11,0,0,0,0,2.11,0,0,0,0,0
0,0.25,0,0.413,0,1.78,0.25,0.25,0.25,0,2.31,0,0.25,0,0,0
0,0,0,0.533,0,4.5,0,0,0,0,1.61,0,0,0,0,0
0.381,0,0,0.305,0,1.884,0,0,0.48,0,2.88,0.48,0,0.96,0.48,0
0,0,0,0.039,0,1.292,0.21,0,0,0,0.42,0,0,0,0,0
0.632,0,0,0.21,0,3.75,0,0,0,0,0,0,0,0,0,1
0.162,0.08,0,0.339,0,4.137,0,0.53,0.08,0.26,2.21,0.97,0.08,0.17,0.08,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.074,0,3.904,0,0.94,0,0,1.26,0,0,0,0,0
0,0,0,0.213,0,1.333,1.47,0,0,0,0,0,0,0,0,0
0.183,1.56,0,0,0,11.714,0,0,0,0,1.56,0,1.56,0,1.56,1
0,0,0,0,0,1.416,0.94,0,0,0,0,0.94,0,0,0,0
0,0,0,0,0,1.454,3.57,0,0,0,0,0,0,0,0,0
0,0,5.57,0,1.19,3.153,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,1
0,1.96,0,0.326,0,2.3,0,0,0,0,0.98,0,0,0,0.98,1
0,0,1.82,0,0,1.502,0,0.42,0,0,0,0,0,0,0.7,0
0,0.86,0,0.457,0,2.75,0,0,0,0,1.73,0,0,0,0,1
0,0.28,0,0.21,0,2.293,0,0.28,0.14,0,1.44,0,0,0,0.14,1
0,3.12,0,0,0,9.428,0,6.25,0,0,0,0,0,0,0,1
0,0,0,0,0,3.086,1.24,0,0,0,0,0,0.31,0,0,0
0,0,0,0,0,1.875,0,0,0,0,0.78,0,0,0,0,0
0,0,0,0,0.35,1.292,0,0,0,0,0.71,0,0,0,0,0
0,0,0.64,1.16,0,3.121,2.58,0,0,0,0,0,0,0,0,0
0.724,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.92,1,0,0,0,0,0,0,0,0,0,0
0.032,0,0,0.258,0,3.112,0,0.19,0,0,3.14,0,0.19,0,0.39,1
0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0
0,0,1.36,0,0,3.533,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.047,0,1.884,0.25,0.25,0,0,0.51,0,0,0,0,0
0.997,0,0,0.407,0,3.417,0,0,0.25,0,2.75,0,0.5,1.25,0,1
0.217,0,0,0.593,0,11.463,0,0,0,0.53,1.06,0.8,0.26,0.8,0.26,1
0.211,0,0,0,0,1.752,0,0.3,0,0,3.03,0,0,0,0.3,1
0.016,0,0.65,0,0.05,2.853,0,0,0,0,0.17,0.53,0,0,0,0
0,0,0,0,0.64,4.062,0,0,0,0,0,0,0,0,0,0
0.979,2,0,0.445,0,4.685,0,0,0.5,0,1.5,0,0.5,0.5,0,1
0,0,2.2,0,1.47,2.351,0,0,0,0,0,0,0,0,0,0
0.606,0,0,0.606,0,3.111,0,0,0,0,3.57,0,0,3.57,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.167,0.06,0,0.01,0,1.74,0,1.57,0.06,0.24,1.09,0.06,0,0.85,0.72,1
0.03,0.17,3.37,0.046,0,4.259,0,0,0,0,0.17,0,0.17,0.17,0,1
0,0,0,1.939,0,8.461,0,2.29,0,0,1.14,0,0,0,0,1
0,0,0,0,0,3.846,0,0,0,0,0,0.75,0,0,0,0
0.396,0.4,0,0.975,0,3.186,0,0.61,0.1,0.5,2.03,1.42,0.1,0,0,1
0,0,2.46,0.279,0,1.736,0,0,0,0,1.23,0,0,0,0,0
0,0,1.28,0.225,1.92,1.902,0,0,0,0,0.64,0,0,0,0,0
0,0,0,0.171,2.88,1.291,0,0,0,0,0,0,0,0,0,0
0,0,0,0.523,0,2.272,0,0,0,0,0,0,0,0,0,0
0.212,0,0,0,0,3.272,0,0,0,0,0,0,0,0,0,1
0,0,4,0,0,1.611,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.285,0,0,0,0,0,0,0,0,0,0
0,0,1.99,0.051,0,1.786,0,0,0,0,0.33,0,0.33,0,0,0
0,0,0.31,0.225,0,1.866,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1.4,0,0,0,0,0,0,0,0,0
0,0,0,2.443,0,1.227,0,0.48,0,0,1.94,0,0,0,0,1
0,0,0,0.543,0,5,0,0,0,0,0,0,0,0,0,1
0,0,0,0.151,0,1.518,0,0,0,0,0,0,0,0,0,0
0,0,0.8,0.115,0,3.388,0,0,0,0,0,0,0,0,0,0
0.271,0.58,0,0,0,1.67,0,0.87,0,0,1.74,0,0.58,0,0.87,1
0,0,0,0.809,0,4.857,0,2.94,0,0,0,0,0,0,0,1
0,0,2.8,0,1.86,2.097,0,0,0,0,0,0,1.86,0,0,0
0.42,0.06,0,0.345,0,8.016,0,0.15,0.25,0,1.41,0.5,0.4,0.31,0.25,1
0.031,0,0.57,0,0.11,3.196,0,0,0,0,0.23,1.15,0,0,0,0
0,0,0,0,0,3.3,2.5,0,0,0,0,0,0,0,0,0
0,0,3.41,0.078,0.48,2.552,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,7.14,0,0,0,0,0
0,1,0,0.176,0,4.476,0,0,0,0,0,0,0,0,0,1
0,0,0,0.258,0,2.826,0,2.45,0,0,1.63,0,0,0,0,1
0,0,0,0.268,0,2.815,0,0,0,0,1.58,0,0.79,0,1.58,1
0,0,0,0,0,1.142,0,0,0,0,0,0,0,0,0,0
0.146,0.22,0,0.073,0.22,2.574,0,0.44,1.1,0,2.21,0,0.44,0,0,0
0.03,0.19,0,0.632,0,6.789,0,0.38,0.19,0.19,0.95,0,0.38,0,0,1
0,0,0,0,0,1.2,0,2.5,0,0,0,0,0,0,0,1
1.417,1.33,0,0.202,0,29.125,0,0,0,0,5.33,0,0,0,0,1
0,0,0,0,3.12,1,0,0,0,0,0,0,0,0,0,0
0.176,1.05,0,0.176,0,2.05,0,1.05,0,0,1.05,0,0,2.1,0,1
0.278,1.69,0,1.113,0,173,0,0,0,0,2.54,0.84,0.84,0,0.84,1
0,0,0,0,0,2.375,0,0,0,0,2.67,0,0,0,0,0
0.17,1.28,0,0.085,0,2.466,0,1.28,0,0,0.64,0,0,0,0,1
0,0,0,0,0,1.285,0.84,0,0,0,0.84,0,0,0,0,0
0,0,0,0,0,1.166,0,0,0,0,0,0,0,0,0,0
0,0.14,0,0.583,0,5.415,0,0.28,0.14,0.14,0.84,0,0.28,0,0,1
0,0,0,0,0,1.13,0.22,0.45,0,0,0.22,0,0,0,0,0
0,0,0,0,0,1.625,0,0,0,0,0,0,0,0,0,0
0,0,0,0,16.66,1,0,0,0,0,0,0,0,0,0,0
0,0,0.5,0,0,1.732,0,0,0,0,1.25,0,0,0,0,0
0.248,1.47,0,0,0,3.15,0,0,0,0,1.47,0,0,0,0,1
0,0,8,0.273,0,2.588,0,0,0,1.6,0,0,0,0,0,0
0.051,0.33,0,1.027,0,4.984,0,0.33,0.33,1.67,3.85,0.33,0,0,1.67,0
0,0,0,0,0,1.181,0,0,0,0,0,0,0,0,0,0
0.077,0.07,0,1.132,0,3.382,0,0.63,0.07,0,1.49,0,0,0.55,0.31,1
0,0,0,0,0,1.181,0,0,0,0,1.63,0,0,0,0,0
0.022,0,3.05,0,0.08,2.432,0,0,0.08,0,0,0,0,0,0.78,0
0,0,0,0,1.19,3.478,0,0,0,0,0,0,0,0,0,0
0,0,1.58,0,0,1.538,0,0,0,0,1.58,0,0,0,0,0
0,0,0,0,0,1.444,0,0,0,0,0.76,0,0,0,0,0
0.061,0,0,0.493,0,1.874,0,0.18,0.18,0,0.56,0,0.18,0,0.18,1
0.015,0,0.64,0,0.05,2.758,0,0.16,0,0,0.16,0.48,0,0,0,0
0.031,0,0,0.253,0,3.771,0,0.36,0,0,3.35,0.09,0,0.36,0,1
0.11,0,0,1.103,0,1.777,0,0,0,0,0.64,0,0,0,0,1
4.017,0.31,0,0.378,0,3.278,0,0.62,0,0,1.09,1.09,0,0.62,0.15,1
0,0,5.34,0,1.52,4.242,0,0,0,0,0,2.29,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,13.04,0,0,2.142,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.692,0,0,0,0,0,0,0,0,0,0
0,0,20,0,0,5.2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.851,0,0.87,0,0,0,0,0,0,0,1
0,0,3.7,0,3.7,2.888,0,0,0,0,0,0,0,0,0,0
0.297,0,0,0.669,0,3.666,0,0,0,0,3.08,0,0.44,0.44,0,1
0,0,0,0,0.81,1.09,0,1.63,0,0,0,0,0,0,0,0
0.11,0,0,0.332,0,2.315,0,0.67,0,0,0.67,0,0,0,0,1
0.026,0,2.74,0,0,2.247,0,0.09,0,0,0,0,0,0.29,0.49,0
0,2.56,0,0.542,0,102.666,0,1.28,1.28,1.28,5.12,1.28,0,0,5.12,1
0,0,0,0,0,1.071,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.367,0,0,0,0,0,0,0,0,0,0
0.071,0,1.76,0.071,0,1.983,0,0.04,0.08,0,0.88,0.16,0.08,0.04,0.04,0
0.215,0,0,1.004,0,6.602,0,0.88,0.14,0.14,2.35,1.47,0.29,0.73,0,1
0,0,0,0,5.55,1,0,0,0,0,0,0,0,0,0,0
0.208,0,0,0,0,4.818,0,0,0,0,5.19,0,0,0,0,1
0,0,0.96,0,0,2.307,0,1.92,0,0,0,0,0,0,0,0
0,0,0,0.024,0,1.666,0,0,0,0,0,0.13,0,0,0,0
0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.035,0,0,0,0,0,0,0.56,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.067,0.22,0,0.135,0.22,2.5,0,0.45,0,0.45,1.59,0,0.22,0,0.22,0
0,0,2.66,0.144,0,1.857,0,0,0,0,0,0,0,0,0,0
0.035,0.24,0,0.315,0,4.071,0,0.24,0.49,0,1.99,0,0,0,0.99,1
0.105,0,0,0.263,0,3.418,0,0.32,0,0,0,0,0,0,0,1
0,0,0,0,0,1.967,0,0,0,0,0.6,0,0,0,0,0
0,0.19,0,0.152,0,1.357,0,0,0,0,1.18,0,0.19,0,0,1
0,0,0,0,0,1.512,0,0,0,0,0,0,0,0,2.65,1
0,0,0,0,0,8.761,1.13,0,0,0,0,0,0,0,0,0
0.222,0,0,0.101,0,3.577,0,1.44,0.72,0,1.8,0.24,0,0.72,0.24,1
0,0,0,0,0,2.675,0,0,0,0,0,0,0,0,0,1
0.036,0,0,1.018,0,4.022,0,0.23,0.23,0.23,1.19,0.23,0,0,0,1
0,0,0.63,0,0,3.183,0,0,0,0,0.31,0,0,0,0,0
0,0,0,0.683,0,2.338,0,0.55,0,0,1.1,0,0,0,0,1
0,0,0.25,0.039,0,4.016,0,0.25,0,0,2.31,0,0,0,0,0
0,0,0,0,0,2.508,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0.034,0,4.93,0,0.1,0.1,0,0.4,0,0,0,0.1,1
0,0,0.68,0,0.68,1.1,0,0,0,0,0,0,0,0,0,0
0.061,0,0,0.061,0,1.775,0,1.15,0,0,2.3,0,0,0,0,1
0.424,0,0,0.424,0,4.1,0,0,0,0,0,0,0,1.12,0,1
0,0,0,0,0,1.24,0.67,0,0,0,1.34,0,0,0,0,0
0,0,0,0,0,2.161,0,0.42,0,0,0,0,0,0,0,0
0,0,0.55,0,0,2.235,0.27,0,0,0,0,0,0,0,0,0
0,0,1.1,0,0,2.724,0,0,0.27,0,0.83,0,0,0,0,0
0,0,0,0.174,0,1.787,0,0,0,1.02,0,0,0,0,0,1
0,0.2,0,0.132,0,1.65,0.62,1.67,0.2,0,0.62,0,0.41,0.62,0.2,1
0.192,0,0,1.156,0,1.7,0,1.17,0,0,0,0,0,0,0,0
0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0
0,0,0,0.374,2.22,1.375,0,0,0,0,0,0,0,0,0,0
0,0,4.65,0,2.32,2.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6.66,1.285,0,0,0,0,0,0,0,0,0,0
0,0,1.5,0,0,1.468,0,0,0,0,0,0,0.5,0,0.5,0
0.665,2.22,0,0,0,4.571,0,0,0,0,0,0,0,0,0,0
0,0,0.55,0.085,0,1.142,0,1.11,0,0,2.23,0,0,0,0,0
0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0
0.847,0.02,0,0.382,0,5.783,0,0.09,0.23,0,1.46,0.42,0.28,1.03,0.33,1
0.42,0,0,0.105,0,3.428,0,0.59,0,0,2.97,0,0,1.78,0.59,1
0,0,0,0.093,0,1.11,0.19,0,0,0,1.1,0,0,0,0,0
0,0,0,1.529,0,5.5,0,0,0,0,0,0,0,0,0,1
0,0,0,0,2.56,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.36,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.348,0,1.166,0,0,0,3.15,2.1,0.35,0,0.35,0.7,1
0,0,0,0,0,1.461,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.647,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0
0,0,0,0.356,0,10.366,0,0,0,0,1.99,0,0.49,0,0,1
0,0,0,0,0,1.8,0,0,0,0,0,0,14.28,0,0,0
0.265,0,0,0,0,10.159,0,0,0,0,0.99,2.48,0.49,0,0,1
0.063,0,3.14,0,0,2.542,0,0,0.31,0,0,0,0,0.1,0.1,0
0.265,0,0,0,0.8,1.347,0,0,0,0,0,0,0,0,0,0
0.157,0.5,0,0.488,0,8.55,0.1,0.8,0.3,0.2,0.7,0.8,0.2,0.6,0,1
0,0,1.38,0.448,2.77,1.451,0,0,0,0,1.38,0,0,0,0,0
0,0,0,0.128,0,1.779,0,0.71,0,0,2.15,0,0,0,0,1
0.046,0,2.05,0.062,0.05,2.007,0,0,0.05,0.05,1.08,0,0,0.21,0.1,0
0,0,0,0,0,2.363,0,0,0,0,0,0,0,0,0,1
0,0,0,0.486,0,2.681,0,0,0,0,1.38,0,0,0,0,1
